Code,General Facilities,Facility Count,Room Type Number
128,"Private bathroom, Toilet, Free toiletries, Shower, Wardrobe or closet, Picnic area, Outdoor furniture, Sun deck, BBQ facilities, Terrace, Garden, Electric kettle, Refrigerator, Ski-in, ski-out access, Ski rental on site, Ski schoolAdditional charge, Ski storage, Bicycle rental, Walking tours, Badminton equipment, Tennis equipment, Horseback ridingAdditional charge, HikingAdditional charge, Ping-pong, Pool table, Playground, Skiing, Tennis court, Sofa, Desk, Telephone, Coffee house on site, Fruit, Wine/ChampagneAdditional charge, Kids' mealsAdditional charge, Special diet meals (on request), Breakfast in the room, Bar, Restaurant, Parking garage, Public transit tickets, Concierge, ATM on site, Baggage storage, Tour desk, Currency exchange, Express check-in/out, 24-hour front desk, Strollers, Board games/Puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/PhotocopyingAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, 24-hour security, Safe, Shuttle serviceAdditional charge, Designated smoking area, Heating, Car rental, Packed lunches, Chapel/Shrine, Carpeted, Family rooms, Hair/Beauty salon, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Massage chair, Spa/Wellness packages, Steam room, Spa facilities, Open-air bathAdditional charge, Hot spring bathAdditional charge, Hot tub/JacuzziAdditional charge, MassageAdditional charge, SpaAdditional charge, Fitness centerAdditional charge, SaunaAdditional charge, English, Armenian, Russian",90,4
129,"Cleaning products, Kitchenware, Electric kettle, Kitchen, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Desk, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Clothes rack, Soundproof, Garden, Bar, Ski schoolAdditional charge, Ski storageAdditional charge, SkiingOff-site, Mountain view, Garden view, View, Private apartment in building, Invoice provided, Concierge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Convenience store on site, Smoke-free property, Heating, Soundproof rooms, Elevator, Non-smoking rooms, CCTV outside property, CCTV in common areas, 24-hour security, Safe, English, Armenian, Russian",52,1
130,"Kitchen, Washing machine, Private bathroom, Flat-screen TV, Air conditioning, Private pool, Balcony, View, Smoke-free property, English, Russian",11,1
131,"Electric vehicle charging station, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Extra long beds (> 6.5 ft), Toilet paper, Towels, Towels/Sheets (extra fee), Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, TV, Pay-per-view channels, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Mosquito net, Hardwood or parquet floors, Soundproof, Private entrance, Interconnecting room(s) available, Carpeted, Fan, Iron, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Upper floors accessible by elevator, Outdoor fireplace, Picnic area, Balcony, Terrace, Garden, Game room, FruitAdditional charge, Wine/ChampagneAdditional charge, Snack bar, Bar, Minibar, Tea/Coffee maker, Cooking classAdditional chargeOff-site, Happy hourAdditional charge, Walking toursAdditional charge, Tennis equipmentAdditional charge, Ping-pong, Landmark view, Mountain view, View, Private apartment in building, Semi-detached, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Baggage storage, Currency exchange, Express check-in/outAdditional charge, 24-hour front desk, Outdoor play equipment for kids, Baby safety gates, Convenience store on site, Hair/Beauty salon, Designated smoking area, Smoke-free property, Heating, Soundproof rooms, Elevator, Family rooms, Non-smoking rooms, Fire extinguishers, Smoke alarms, Security alarm, Key card access, Key access, Carbon monoxide detector, English, Armenian, Russian",97,1
132,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Extra long beds (> 6.5 ft), Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Sofa, Sitting area, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hardwood or parquet floors, Soundproof, Heating, Iron, Hearing accessible, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Upper floors accessible by elevator, Balcony, Terrace, Garden, Chapel/Shrine, Bar, Tea/Coffee maker, Landmark view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Tour desk, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Daily housekeeping, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Convenience store on site, Smoke-free property, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Carbon monoxide detector, English, Armenian, Russian",76,1
133,"Street parking, Dining table, Cleaning products, Stovetop, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Dining area, Sofa, Flat-screen TV, Cable channels, CD player, DVD player, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Mosquito net, Hardwood or parquet floors, Soundproof, Private entrance, Interconnecting room(s) available, Carpeted, Fan, Ironing facilities, Iron, Entire unit located on ground floor, Barbecue, BBQ facilities, Balcony, Garden, Tea/Coffee maker, Garden view, View, Detached, Airport shuttle, Baby safety gates, Books, DVDs or music for children, Heating, Family rooms, Armenian, Russian",61,1
134,"Street parking, Cleaning products, Electric kettle, Kitchen, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Sofa, Flat-screen TV, Satellite channels, TV, Balcony, Garden, Tea/Coffee maker, SkiingOff-site, Mountain view, Garden view, View, Private apartment in building, Airport shuttleAdditional charge, Playground, Daily housekeepingAdditional charge, Smoke-free property, Heating, Elevator, Non-smoking rooms, CCTV outside property, English, Russian",38,2
135,"High chair, Dining table, Cleaning products, Toaster, Stovetop, Oven, Kitchen, Washing machine, Linens, Wardrobe or closet, Toilet paper, Towels, Private bathroom, Free toiletries, Shower, Dining area, Sofa, Desk, Flat-screen TV, Satellite channels, CD player, DVD player, Pay-per-view channels, Socket near the bed, Sofa bed, Fold-up bed, Hypoallergenic, Soundproof, Private entrance, Heating, Upper floors accessible by stairs only, Outdoor dining area, Outdoor furniture, Balcony, Terrace, Garden, Inner courtyard view, City view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Baby safety gates, Air conditioning, Family rooms, Non-smoking rooms, Carbon monoxide detector, English, Armenian, Russian",51,1
136,"Shared kitchen, Dining table, Linens, Wardrobe or closet, Toilet paper, Towels, Slippers, Toilet, Bathrobe, Hairdryer, Bathtub, Shower, Dining area, Desk, Flat-screen TV, TV, Clothes rack, Balcony, Terrace, Garden, Chapel/Shrine, Bar, City view, Mountain view, Garden view, View, Airport shuttleAdditional charge, Daily housekeeping, Convenience store on site, Heating, Family rooms, English, Armenian, Russian",34,1
137,"Dining table, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Desk, Flat-screen TV, TV, Sofa bed, Drying rack for clothing, Clothes rack, Carpeted, Fan, Ironing facilities, Iron, Upper floors accessible by stairs only, Upper floors accessible by elevator, Private pool, Balcony, Terrace, Open all year, Sauna, Mountain view, View, Private apartment in building, Air conditioning, Heating, Family rooms, Non-smoking rooms, Carbon monoxide detector, English, Russian",46,1
138,"Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Shared toilet, Private bathroom, Toilet, Free toiletries, Shower, Sofa, Sitting area, Flat-screen TV, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Mosquito net, Soundproof, Private entrance, Heating, Iron, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilities, Patio, Garden, Chapel/Shrine, Hot tub/Jacuzzi, Tea/Coffee maker, Ski storage, Hiking, SkiingOff-site, Wake-up service, Inner courtyard view, Mountain view, Garden view, View, Detached, Shuttle serviceAdditional charge, Car rental, Airport shuttleAdditional charge, Tour desk, Baby safety gates, Books, DVDs or music for children, Board games/puzzles, Playground, Casino, Daily housekeepingAdditional charge, Smoke-free property, Family rooms, Non-smoking rooms, CCTV outside property, CCTV in common areas, Smoke alarms, 24-hour security, Carbon monoxide detector, Armenian, Russian",75,1
139,"Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Private entrance, Ironing facilities, Iron, Balcony, Chapel/Shrine, Open all year, All ages welcome, Shallow end, Pool/Beach towels, Beach chairs/Loungers, Beach chairs/Loungers, SaunaAdditional charge, Tea/Coffee maker, Ski school, Ski storage, SkiingOff-site, View, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Convenience store on site, Heating, Elevator, Family rooms, Non-smoking rooms, CCTV outside property, CCTV in common areas, Key access, 24-hour security, English, Russian",63,1
140,"Electric vehicle charging station, Cleaning products, Kitchenware, Electric kettle, Kitchen, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Shower, Dining area, Sofa, Flat-screen TV, TV, Sofa bed, Clothes rack, Hardwood or parquet floors, Soundproof, Heating, Upper floors accessible by elevator, Terrace, Balcony, Game room, Tea/Coffee maker, Landmark view, Garden view, View, Private apartment in building, Private check-in/out, Smoke-free property, CCTV outside property, CCTV in common areas, 24-hour security, German, English, Armenian, Dutch, Russian",44,1
141,"Kitchen, Washing machine, Kitchenette, Sauna, Flat-screen TV, Heating, Private pool, Balcony, Terrace, Garden view, View, Smoke-free property, Russian",13,1
142,"High chair, Dining table, Coffee machine, Stovetop, Kitchenware, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Free toiletries, Shower, Dining area, Sofa, Desk, Flat-screen TV, Satellite channels, TV, Socket near the bed, Sofa bed, Soundproof, Private entrance, Heating, Ironing facilities, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Entire unit located on ground floor, Outdoor dining area, Outdoor furniture, Barbecue, Balcony, Terrace, Garden, Tea/Coffee maker, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Air conditioning, Family rooms, Non-smoking rooms, English, Armenian, Russian",52,1
143,"Dining table, Cleaning products, Kitchenware, Electric kettle, Kitchen, Refrigerator, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Dining area, Sitting area, Flat-screen TV, TV, Socket near the bed, Sofa bed, Clothes rack, Hardwood or parquet floors, Upper floors accessible by elevator, Picnic area, Outdoor furniture, Terrace, Garden, Bar, Ski-in, ski-out access, Ski rental on site, Ski schoolAdditional charge, Ski storageAdditional charge, BowlingAdditional chargeOff-site, HikingOff-site, Ping-pongAdditional charge, Pool tableAdditional charge, SkiingOff-site, Tennis courtAdditional chargeOff-site, Mountain view, Garden view, View, Private apartment in building, Public transit ticketsAdditional charge, Car rental, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Express check-in/outAdditional charge, Nightclub/DJAdditional charge, Casino, Babysitting/Child servicesAdditional charge, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Convenience store on site, Smoke-free property, Heating, Elevator, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, 24-hour security, English, Armenian, Russian",66,1
144,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Sitting area, Flat-screen TV, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Soundproof, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Upper floors accessible by elevator, Private pool, Balcony, Terrace, Garden, Chapel/Shrine, Game room, Opening times, Open all year, All ages welcome, Heated pool, Shallow end, Pool bar, Beach chairs/Loungers, Locker rooms, Fitness, Steam room, Beach chairs/Loungers, Fitness centerAdditional charge, SaunaAdditional charge, Coffee house on site, Grocery deliveriesAdditional charge, Vending machine (snacks), Vending machine (drinks), Snack bar, Bar, Minibar, Tea/Coffee maker, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski storage, SkiingOff-site, Inner courtyard view, City view, Mountain view, Garden view, View, Private apartment in building, Car rental, Lockers, Private check-in/out, ATM on site, Express check-in/out, Indoor play area, Casino, Meeting/Banquet facilities, Convenience store on site, Designated smoking area, Air conditioning, Hypoallergenic room available, Heating, Soundproof rooms, Elevator, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Security alarm, Key access, 24-hour security, Carbon monoxide detector, English, Russian",98,1
145,"Stovetop, Kitchen, Washing machine, Refrigerator, Linens, Toilet paper, Towels, Flat-screen TV, Outdoor fireplace, Picnic area, Outdoor furniture, Sun deck, BBQ facilitiesAdditional charge, Balcony, Terrace, Garden, Shared lounge/TV area, Chapel/Shrine, Game room, Coffee house on site, Grocery deliveriesAdditional charge, Snack bar, Bar, Restaurant, Tour or class about local cultureAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, Ski schoolAdditional charge, Ski storageAdditional charge, Horseback ridingAdditional chargeOff-site, CyclingOff-site, HikingAdditional charge, Ping-pong, SkiingOff-site, Fishing, View, Shuttle serviceAdditional charge, Car rental, Airport shuttleAdditional charge, Concierge, Baggage storage, Tour desk, Express check-in/outAdditional charge, 24-hour front desk, Baby safety gates, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Daily housekeepingAdditional charge, LaundryAdditional charge, Fax/PhotocopyingAdditional charge, Business centerAdditional charge, Convenience store on site, Designated smoking area, Smoke-free property, Heating, Soundproof rooms, Elevator, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, English, Russian",69,1
146,"Washing machine, Kitchenette, Wardrobe or closet, Toilet paper, Towels, Private bathroom, Flat-screen TV, Sofa bed, Drying rack for clothing, Clothes rack, Air conditioning, Balcony, Garden, Open all year, All ages welcome, SaunaAdditional charge, Ski rental on site, Ski school, Ski storage, Skiing, Garden view, View, Designated smoking area, Smoke-free property, Heating, Elevator, Family rooms, Non-smoking rooms, CCTV outside property, 24-hour security, German, English, Armenian, Russian",34,1
147,"Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, Satellite channels, TV, Pay-per-view channels, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Iron, Upper floors accessible by stairs only, Upper floors accessible by elevator, Outdoor furniture, Balcony, Terrace, Open all year, All ages welcome, Beach chairs/Loungers, Steam room, Turkish/Steam BathAdditional charge, SaunaAdditional charge, Coffee house on site, Bar, Tea/Coffee maker, Mountain view, View, Private apartment in building, Detached, Private check-in/out, Designated smoking area, Heating, Elevator, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, English, Russian",62,1
148,"Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilities, Balcony, Terrace, Garden, Dining table, Cleaning products, Electric kettle, Microwave, Refrigerator, Socket near the bed, Drying rack for clothing, Clothes rack, Bicycle rentalAdditional charge, Badminton equipment, Playground, Dining area, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, TV, Pay-per-view channels, Minibar, Tea/Coffee maker, Invoice provided, Lockers, Baggage storage, Outdoor play equipment for kids, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Ironing serviceAdditional charge, Smoke alarms, Key access, 24-hour security, Safe, Shuttle serviceAdditional charge, Carbon monoxide detector, Grocery deliveriesAdditional charge, Convenience store on site, Air conditioning, Smoke-free property, Hardwood or parquet floors, Heating, Soundproof, Private entrance, Carpeted, Soundproof rooms, Family rooms, Ironing facilities, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Wake-up service/Alarm clock, Entire unit located on ground floor, English, Russian",83,2
149,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Extra long beds (> 6.5 ft), Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, Radio, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hardwood or parquet floors, Soundproof, Private entrance, Carpeted, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Upper floors accessible by elevator, Balcony, Terrace, Garden, Tea/Coffee maker, City view, View, Private apartment in building, Detached, Shuttle serviceAdditional charge, Car rental, Private check-in/out, 24-hour front desk, Daily housekeeping, Ironing service, Dry cleaning, LaundryAdditional charge, Convenience store on site, Heating, Elevator, Family rooms, Non-smoking rooms, Key access, 24-hour security, Carbon monoxide detector, Russian",67,1
150,"Toilet paper, Towels, Slippers, Private bathroom, Toilet, Free toiletries, Shower, Linens, Wardrobe or closet, Walk-in closet, Garden view, View, Picnic area, Outdoor dining area, Sun deck, BBQ facilities, Balcony, Garden, Shared kitchen, Refrigerator, Fold-up bed, Ski rental on site, Ski school, Ski storage, Hiking, Skiing, Flat-screen TV, Cable channels, TV, Shuttle serviceAdditional charge, Daily housekeeping, Concierge, Ironing service, Laundry, Babysitting/Child services, Airport shuttleAdditional charge, 24-hour front desk, Smoke-free property, Mosquito net, Hardwood or parquet floors, Heating, Soundproof, Ironing facilities, Iron, English, French, Russian",47,2
151,"Electric vehicle charging station, Kitchenette, Flat-screen TV, Heating, Balcony, Garden, Bar, Smoke-free property, Family rooms, Non-smoking rooms, English, Russian",12,1
152,"Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Towels/Sheets (extra fee), Guest bathroom, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Tile/Marble floor, Soundproof, Private entrance, Heating, Ironing facilities, Iron, Upper floors accessible by stairs only, Barbecue, BBQ facilities, Balcony, Terrace, Garden, Tea/Coffee maker, Inner courtyard view, Mountain view, View, Detached, Baggage storage, Family rooms, Non-smoking rooms, English, Armenian, Russian",55,1
153,"Dining table, Stovetop, Kitchenware, Electric kettle, Washing machine, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Flat-screen TV, Clothes rack, Heating, Air conditioning, Balcony, Tea/Coffee maker, Mountain view, View, Smoke-free property, English, Russian",28,1
154,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Desk, Flat-screen TV, TV, Sofa bed, Drying rack for clothing, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Heating, Fan, Iron, Entire unit wheelchair accessible, Balcony, Terrace, Garden, Bar, Tea/Coffee maker, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski school, Ski storage, Skiing, Landmark view, Mountain view, Garden view, View, Private apartment in building, Invoice provided, Express check-in/out, 24-hour front desk, Board games/puzzles, Ironing serviceAdditional charge, LaundryAdditional charge, Convenience store on site, Smoke-free property, Elevator, Family rooms, Non-smoking rooms, English, Armenian, Russian",64,1
155,"Picnic area, Garden, Live music/PerformanceAdditional charge, Cooking classAdditional charge, Themed dinnersAdditional charge, Movie nightsAdditional charge, Stand-up comedyAdditional charge, Wine/ChampagneAdditional charge, Special diet meals (on request), BarAdditional charge, Restaurant, Invoice provided, Private check-in/out, Baggage storage, Baby safety gates, Ironing service, Dry cleaningAdditional charge, Fax/PhotocopyingAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key card access, 24-hour security, Shuttle serviceAdditional charge, Designated smoking area, Smoke-free property, Hypoallergenic room available, Heating, Chapel/Shrine, Soundproof rooms, Elevator, Family rooms, Facilities for disabled guests, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Wheelchair accessible, English, Armenian, Russian",43,3
156,"Dining table, Stovetop, Oven, Electric kettle, Kitchen, Washing machine, Dishwasher, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Spa tub, Bathtub, Shower, Dining area, Sofa, Flat-screen TV, Socket near the bed, Sofa bed, Fold-up bed, Clothes rack, Tile/Marble floor, Soundproof, Private entrance, Carpeted, Heating, Ironing facilities, Outdoor dining area, Outdoor furniture, Balcony, Terrace, Garden, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Family rooms, Non-smoking rooms, Carbon monoxide detector, English, Armenian, Russian",48,1
157,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Microwave, Refrigerator, Kitchenette, Wardrobe or closet, Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Shared toilet, Toilet, Free toiletries, Bathrobe, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, Cable channels, Telephone, TV, Sofa bed, Drying rack for clothing, Clothes rack, Soundproof, Hot tub, Outdoor fireplace, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilities, Patio, Balcony, Terrace, Garden, Game room, Locker rooms, Steam room, Hot tub/JacuzziAdditional charge, SaunaAdditional charge, Room service, Wake-up service, Inner courtyard view, Garden view, View, Semi-detached, Private check-in/out, Baggage storage, 24-hour front desk, Daily housekeeping, Smoke-free property, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, Smoke alarms, Security alarm, 24-hour security, Safe, English, Russian",70,1
158,"Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Shower, Linens, Wardrobe or closet, Walk-in closet, Inner courtyard view, Garden view, View, Picnic area, Garden, Refrigerator, Socket near the bed, Fold-up bed, Clothes rack, Walking tours, Ping-pong, Pool table, Flat-screen TV, Cable channels, TV, Restaurant, Private check-in/out, Concierge, 24-hour front desk, Baby safety gates, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/Photocopying, Meeting/Banquet facilities, Fire extinguishers, Smoke alarms, Key access, 24-hour security, Shuttle serviceAdditional charge, Shared lounge/TV area, Designated smoking area, Smoke-free property, Hardwood or parquet floors, Heating, Family rooms, Airport shuttleAdditional charge, Upper floors accessible by stairs only, Armenian, Russian",55,2
159,"Toilet paper, Towels, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Wardrobe or closet, Inner courtyard view, River view, City view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Garden, Electric kettle, Refrigerator, Socket near the bed, Sofa bed, Clothes rack, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski schoolAdditional charge, Ski storage, Tour or class about local cultureAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, Badminton equipment, Tennis equipment, Cycling, SkiingOff-site, FishingAdditional charge, Sofa, Desk, Flat-screen TV, Satellite channels, TV, Tea/Coffee maker, Street parking, Shuttle serviceAdditional charge, ATM on site, Airport shuttleAdditional charge, 24-hour front desk, Room service, Outdoor play equipment for kids, Heating, Soundproof, Fan, Family rooms, Non-smoking rooms, Iron, Personal trainer, Full-body massage, Hand massage, Head massage, Foot massage, Neck massage, Back massage, MassageAdditional charge, Russian",66,7
160,"Toilet paper, Towels, Bathtub or shower, Private bathroom, Shared bathroom, Shower, Linens, Wardrobe or closet, Landmark view, Mountain view, View, Picnic area, Terrace, Garden, Dining table, Refrigerator, Socket near the bed, Clothes rack, Ski-in, ski-out access, Walking tours, Tennis equipment, Kids' club, HikingOff-site, Ping-pong, Pool table, SkiingOff-site, Sofa, Telephone, TV, Street parking, Daily housekeeping, Shared lounge/TV area, Vending machine (drinks), 24-hour front desk, Meeting/Banquet facilitiesAdditional charge, Designated smoking area, Hardwood or parquet floors, Heating, Soundproof, Family rooms, Non-smoking rooms, English, Armenian, Russian",45,6
161,"Electric vehicle charging station, Accessible parking, Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Streaming service (like Netflix), Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Soundproof, Private entrance, Carpeted, Upper floors accessible by stairs only, Upper floors accessible by elevator, Balcony, Garden, Chapel/Shrine, Coffee house on site, Breakfast in the room, Bar, Room service, Tea/Coffee maker, Temporary art galleries, Ski-in, ski-out access, Ski schoolAdditional charge, SkiingOff-site, Landmark view, Mountain view, View, Private apartment in building, Detached, Invoice provided, Outdoor play equipment for kids, Books, DVDs or music for children, Daily housekeeping, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Convenience store on site, Designated smoking area, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Elevator, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, 24-hour security, English, Armenian, Russian",86,1
162,"Kitchen, Washing machine, Toilet paper, Private bathroom, Sofa, Fireplace, Flat-screen TV, Heating, Balcony, Terrace, Garden view, View, English, Russian",14,1
